Problem,Solution,Answer
떨어진 높이의 0.5만큼 튀어 오르는 공이 있습니다. 이 공을 3미터(m) 높이에서 떨어뜨렸을 떄 2번 튀어 오르고 땅에 닿을 때까지 움직인 거리는 몇 미터(m)입니까?,3 3 0.5 [OP_MUL] 2 [OP_MUL] [OP_ADD] 3 0.5 2 [OP_POW] [OP_MUL] 2 [OP_MUL] [OP_ADD],7.5
"운동장의 직선 주로의 한쪽에 3미터(m) 간격으로 깃발을 30개 꽂았습니다. 직선 주로의 총 길이를 구하시오. (단, 직선 주로의 처음과 끝에도 깃발을 꽂습니다.)",3 30 1 [OP_SUB] [OP_MUL],87
준호네 집 마당에 강아지 3마리와 병아리 7마리가 놀고 있습니다. 강아지와 병아리의 다리 수를 합하면 모두 몇 개인지 구하세요.,3 4 [OP_MUL] 7 2 [OP_MUL] [OP_ADD],26
민지네 모둠 학생 6명이 기차를 타고 서울역에서 광주역까지 가는데 남은 좌석이 4개밖에 없어서 나머지를 입석표로 끊고 돌아가면서 앉기로 하였습니다. 기차를 타는 시간이 3시간 12분이라면 한 사람이 평균 몇 분씩 앉을 수 있는지 구하시오.,3 60 [OP_MUL] 12 [OP_ADD] 6 [OP_DIV] 4 [OP_MUL],128
자전거 한 대를 30 분 동안 빌리는 요금은 4000 원이라고 합니다. 6 명이 똑같이 돈을 내어 자전거 4 대를 3 시간 동안 빌려 타려면 한 사람이 얼마씩 내야 합니까?,3 60 [OP_MUL] 30 [OP_DIV] 4000 [OP_MUL] 4 [OP_MUL] 6 [OP_DIV],16000
덩크슛은 손으로 농구공을 잡고 공중으로 높이 뛰어 올라 공을 3.05미터(m) 높이의 골대 안으로 내리꽂듯이 집어넣는 슛을 말합니다. 덩크슛으로 들어간 공이 떨어진 높이의 0.7만큼 튀어 오른다면 이 공이 세 번째로 땅에 닿을 때까지 움직인 거리는 모두 몇 미터(m)입니까?,3.05 3.05 0.7 [OP_MUL] 2 [OP_MUL] [OP_ADD] 3.05 0.7 2 [OP_POW] [OP_MUL] 2 [OP_MUL] [OP_ADD],10.31
똑같은 무게의 사과 10개가 들어 있는 상자의 무게를 재었더니 3.1킬로그램(㎏)이었습니다. 이 상자에서 사과 1개를 빼낸 후 다시 무게를 재었더니 2.81킬로그램(㎏)이었습니다.빈 상자의 무게는 몇 킬로그램(㎏)인지 구해 보시오.,3.1 3.1 2.81 [OP_SUB] 10 [OP_MUL] [OP_SUB],0.2
세숫대야에 물이 3.4리터(ℓ) 들어 있습니다. 욕조에 들어 있는 물은 세숫대야에 들어 있는 물의 14.5배일 때 욕조에 들어 있는 물은 몇 리터(ℓ)인지 구하시오.,3.4 14.5 [OP_MUL],49.3
참기름이 가득 들어 있는 병의 무게는 3.4 킬로그램(㎏) 입니다. 이 참기름의 1/5 을 사용한 후의 병의 무게가 2.98 킬로그램(㎏) 이라면 빈 병의 무게는 몇 킬로그램(㎏)인지 구하시오.,3.4 3.4 2.98 [OP_SUB] 1/5 [OP_DIV] [OP_SUB],1.3
1 분에 3.6리터(ℓ) 의 물이 나오는 수도와 1 분에 3.98리터(ℓ) 의 물이 나오는 수도가 있습니다. 두 개의 수도를 동시에 틀어 1.5 시간 동안 받을 수 있는 물은 몇 리터(ℓ) 입니 까?,3.6 1.5 60 [OP_MUL] [OP_MUL] 3.98 1.5 60 [OP_MUL] [OP_MUL] [OP_ADD],682.2
민형이의 아버지는 한 시간에 3.8킬로미터(㎞) 를 걷습니다. 민형이의 아버지께서 일정한 빠르기로 2 시간 45 분 동안 걸은 거리는 몇 킬로미터(㎞)입니까?,3.8 2 45 60 [OP_DIV] [OP_ADD] [OP_MUL],10.45
"우진이네 가족은 밭에서 감자를 캤습니다. 동생은 3.8킬로그램(㎏) 을 캤고, 누나는 동생보다 8.4킬로그램(㎏) 더 많이 캤습니다. 우진이는 누나가 캔 감자의 무게의 1/10 보다 3720그램(g) 더 많이 캤다면 우진이가 캔 감자는 몇 킬로그램(㎏)입니까?",3.8 8.4 [OP_ADD] 1/10 [OP_MUL] 3720 1000 [OP_DIV] [OP_ADD],4.94
"가로가 3.944미터(m)인 벽에 가로가 29.05센티미터(㎝)인 포스터 8장을 벽의 끝과 포스터, 포스터와 포스터 사이의 간격을 일정하게 하여 한 줄로 붙이려고 합니다. 이때 사이의 간격을 몇 센티미터(㎝)로 하여야 하는지 구하시오.",3.944 100 [OP_MUL] 29.05 8 [OP_MUL] [OP_SUB] 8 1 [OP_ADD] [OP_DIV],18
"현주는 빨간색 테이프를 3/4미터(m), 파란색 테이프를 4/5미터(m), 노란색 테이프를 2/3미터(m) 가지고 있습니다. 현주가 가지고 있는 색 테이프는 모두 몇 미터(m)인지 구하시오.",3/4 4/5 [OP_ADD] 2/3 [OP_ADD],2.22
"길이가 서로 다른 막대 2개가 있습니다. 긴 막대의 길이는 짧은 막대의 길이보다 18센티미터(㎝) 더 길고, 두 막대의 길이의 합은 30센티미터(㎝)입니다. 긴 막대를 잘라 짧은 막대와 길이가 같은 막대를 몇 개 만들 수 있는지 구해 보시오.",30 18 [OP_SUB] 2 [OP_DIV] 18 [OP_ADD] 30 18 [OP_SUB] 2 [OP_DIV] [OP_DIV],4
도로의 양쪽에 처음부터 끝까지 30그루의 나무가 9미터(m) 간격으로 심어져 있습니다. 이 도로의 길이는 몇 미터(m)인지 구해 보시오.,30 2 [OP_DIV] 1 [OP_SUB] 9 [OP_MUL],126
만화 영화 ‘눈의 왕자’를 1초 동안 상영하려면 그림이 30장 필요합니다. ‘눈의 왕자’를 25초 상영하려면 그림이 몇 장 필요할까요?,30 25 [OP_MUL],750
지우개 254자루를 한 상자에 30개씩 포장하여 팔려고 합니다. 지우개를 남김없이 포장하여 팔려면 지우개가 적어도 몇 개 더 있어야 할까요?,30 254 30 [OP_MOD] [OP_SUB],16
"가로가 30센티미터(㎝), 세로가 2센티미터(㎝)인 종이 테이프 15장을 연결하여 길게 만들었습니다. 연결할 때 풀칠 부분의 겹쳐진 부분의 길이가 2센티미터(㎝)라면, 만들어진 종이 테이프의 전체 길이는 몇 센티미터(㎝)입니까?",30 30 2 [OP_SUB] 15 1 [OP_SUB] [OP_MUL] [OP_ADD],422
"길이가 각각 30센티미터(㎝), 20센티미터(㎝)인 두 양초 A, B에 동시에 불을 붙였다. 양초 A는 1분에 1센티미터(㎝)씩 길이가 줄어들고, 양초 B는 1분에 0.5센티미터(㎝)씩 길이가 줄어든다고 한다. 두 양초의 길이가 같아졌을 때의 양초의 길이를 구하여라.",30 30 20 [OP_SUB] 1 0.5 [OP_SUB] [OP_DIV] [OP_SUB],10
"어느 가정에서 6월 1일부터 1500원짜리 우유를 매일 한 개씩 배달하여 먹고 있었는데, 중간에 값이 올라 1600원씩 먹고 있습니다. 6월 한 달 동안의 우유값으로 46200원을 냈다면 우유는 6월 며칠부터 값이 올랐습니까?",30 46200 1500 30 [OP_MUL] [OP_SUB] 1600 1500 [OP_SUB] [OP_DIV] [OP_SUB] 1 [OP_ADD],19
"길이가 30센티미터(㎝)인 선분 위에 5센티미터(㎝) 간격으로 점을 찍으려고 합니다. 선분의 처음과 끝에는 점을 찍지 않을 때, 점은 몇 번 찍어야 합니까?",30 5 [OP_DIV] 1 [OP_SUB],5
한 개에 300원 하는 과자를 2개 사면 과자 한 개를 더 준다고 합니다. 과자 두 개를 샀을 경우 과자 한 개에 얼마씩 주고 산 셈이 됩니까?,300 2 [OP_MUL] 2 1 [OP_ADD] [OP_DIV],200
4%의 설탕물 300그램(g)에서 몇 그램(g)의 물을 증발시키면 10%의 설탕물이 되는지 구하여라,300 300 4 100 [OP_DIV] [OP_MUL] 100 10 [OP_DIV] [OP_MUL] [OP_SUB],180
집에서 300 킬로미터(㎞) 떨어진 공항까지 자동차를 타고 시속 60 킬로미터(㎞)로 출발한 지 2시간 지났을 때 남은 거리를 구하시오.,300 60 2 [OP_MUL] [OP_SUB],180
8 %의 설탕물 300 그램(g)이 있습니다. 이 설탕물에 물을 몇 그램(g) 넣으면 5 %의 설탕물이 됩니까?,300 8 100 [OP_DIV] [OP_MUL] 100 5 [OP_DIV] [OP_MUL] 300 [OP_SUB],180
한 개에 300원인 과자와 500원인 과자를 합하여 8개를 사고 3000원을 냈습니다. 한 개에 500원인 과자는 몇 개 샀습니까?,3000 300 8 [OP_MUL] [OP_SUB] 500 300 [OP_SUB] [OP_DIV],3
"영수가 강아지를 안고 무게를 달았더니 31킬로그램(㎏)이었고, 가영이가 같은 강아지를 안고 무게를 달았더니 27킬로그램(㎏) 350그램(g)이었습니다. 강아지의 무게가 1킬로그램(㎏) 400그램(g)이라면 영수, 가영, 강아지의 무게의 합은 몇 킬로그램(㎏)입니까?",31 27 350 1000 [OP_DIV] [OP_ADD] [OP_ADD] 1 400 1000 [OP_DIV] [OP_ADD] [OP_SUB],56.95
길이가 31센티미터(㎝)인 색 테이프 7장을 5센티미터(㎝)씩 겹쳐서 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 센티미터(㎝)인지 구해 보시오.,31 31 5 [OP_SUB] 7 1 [OP_SUB] [OP_MUL] [OP_ADD],187
사과 1상자에 20개짜리와 30개짜리 상자를 합쳐 12상자를 사서 사과를 낱개로 세어보니 모두 310개였습니다. 30개짜리 상자는 몇 상자를 샀습니까?,310 20 12 [OP_MUL] [OP_SUB] 30 20 [OP_SUB] [OP_DIV],7
1시간에 35.2킬로미터(㎞)씩 가는 배가 있습니다. 강물이 1시간 30분에 25.5킬로미터(㎞)씩 흐른다면 이 배가 강물이 흐르는 방향으로 313.2킬로미터(㎞)를 가는 데 몇 시간이 걸리겠습니까?,313.2 35.2 25.5 1 30 60 [OP_DIV] [OP_ADD] [OP_DIV] [OP_ADD] [OP_DIV],6
미연이가 316쪽짜리 과학책을 읽으려고 합니다. 하루에 25쪽씩 읽으면며칠 안에 모두 읽을 수 있는지 구해 보시오.,316 25 [OP_DIV] 1 [OP_CEIL],13
무게가 같은 50 원짜리 동전 6 개와 무게가 같은 10 원 짜리 동전 6 개의 무게를 재었더니 32.28그램(g) 이었습니다. 10 원짜리 동전 한 개의 무게가 1.22그램(g) 이라면 50원짜리 동전 한 개의 무게는 몇 그램(g) 입니까?,32.28 1.22 6 [OP_MUL] [OP_SUB] 6 [OP_DIV],4.16
어떤 철사 2.7미터(m)의 무게를 재었더니 32.78킬로그램(㎏)이었습니다. 이 철사 1미터(m)의 무게는 몇 킬로그램(㎏)인지 반올림하여 소수 첫째 자리까지 나타내시오.,32.78 2.7 [OP_DIV] 1 [OP_ROUND],12.1
"큰 상자의 무게는 32.96킬로그램(㎏)이고, 작은 상자의 무게는 8.24킬로그램(㎏)입니다. 큰 상자의 무게는 작은 상자의 무게의 몇 배입니까?",32.96 8.24 [OP_DIV],4
민수네 반 학생은 모두 33명입니다. 한 사람에게 색종이를 5장씩 나누어 주려고 합니다. 문구점에서 10장씩 묶음으로 색종이를 판다면 적어도 몇 장을 사야 합니까?,33 5 [OP_MUL] 10 [OP_DIV] 1 [OP_CEIL] 10 [OP_MUL],170
콩 33.7 킬로그램(㎏) 을 한 봉지에 4킬로그램(㎏) 씩 나누어 담으려고 합니다. 나누어 담을 수 있는 봉지는 몇 봉지입니까?,33.7 4 [OP_FDIV],8
콩 33.7 킬로그램(㎏) 을 한 봉지에 4킬로그램(㎏) 씩 나누어 담으려고 합니다. 봉지에 나누어 담고 남는 콩의 양은 몇 킬로그램(㎏)인지 구하세요.,33.7 4 [OP_MOD],1.7
"아버지께서 3일 동안 사탕을 사 오셨습니다. 첫째 날에는 34개를 사 오셔서 16개를 먹었고, 둘째 날에는 41개를 사 오셔서 14개를 먹었고, 셋째 날에는 36개를 사 오셔서 19개를 먹었습니다. 남아 있는 사탕은 모두 몇 개입니까?",34 16 [OP_SUB] 41 [OP_ADD] 14 [OP_SUB] 36 [OP_ADD] 19 [OP_SUB],62
흐르지 않는 물에서 24분 동안 34킬로미터(㎞)를 가는 배가 있다. 이 배로 30분 동안 2.5킬로미터(㎞)를 흐르는 강물을 거슬러 강의 하류에서 강의 상류로 1시간 30분 동안 간다면 몇 킬로미터(㎞)를 갈 수 있는지 구하여라.,34 24 [OP_DIV] 2.5 30 [OP_DIV] [OP_SUB] 1 60 [OP_MUL] 30 [OP_ADD] [OP_MUL],120
어느 문구점에서는 공책을 5권씩 묶음으로만 팔며 한 묶음에 4000원이라고 합니다. 이 문구점에서 공책을 사서 학생 34명에게 한 권씩 나누어 주려면 필요한 돈은 얼마입니까?,34 5 [OP_DIV] 1 [OP_CEIL] 4000 [OP_MUL],28000
파란색 공의 무게는 34.25그램(g)이고 빨간색 공은 파란색 공보다 4.77그램(g) 더 가볍습니다. 파란색공과 빨간색 공의 무게의 합은 몇 그램(g)입니까?,34.25 34.25 4.77 [OP_SUB] [OP_ADD],63.73
"현주, 연우의 몸무게는 각각 31.6킬로그램(㎏), 34.5킬로그램(㎏) 입니다. 연우의 몸무게는 현주의 몸무게의 약 몇 배인지 반올림하여 소수 둘째 자리까지 구하시오",34.5 31.6 [OP_DIV] 2 [OP_ROUND],1.09
어느 식당에서 밀가루를 340 킬로그램(㎏) 사서 이 중 밀가루 전체의 0.5 만큼을 사용하고 남은 밀가루를 한 봉지에 9.5 킬로그램(㎏) 씩 남김없이 나누어 담으려고 합니다. 필요한 봉지는 모두 몇 봉지인지 구하시오,340 1 0.5 [OP_SUB] [OP_MUL] 9.5 [OP_DIV] 1 [OP_CEIL],18
사과가 347개 있습니다. 이 사과를 한 상자에 40개씩 담을 수 있는 상자에 모두 담으려면 몇 상자가 필요합니까?,347 40 [OP_DIV] 1 [OP_CEIL],9
민영이네 학교 4 학년 학생 348 명이 40 인승 버스를 타고 현장학습을 가려고 합니다. 버스가 적어도 몇 대 있어야 합니까?,348 40 [OP_DIV] 1 [OP_CEIL],9
사탕이 35개씩 12봉지가 있습니다. 이 사탕을 한 사람에게 10개씩 나누어 주면 몇 명에게 나누어 줄 수 있을까요?,35 12 [OP_MUL] 10 [OP_FDIV],42
어느 자동차 공장에서 자동차를 200대 만들었습니다. 그중에서 35대가 불량품이라면 이 공장의 불량률은 몇 %입니까?,35 200 [OP_DIV] 100 [OP_MUL],17.5
"어느 건물에 방을 만드는 데 한쪽 벽면에 가로로 35장, 세로로 27장의 벽돌이 필요합니다. 똑같은 크기의 벽면이 4개라면 벽돌은 모두 몇 장 필요한가?",35 27 [OP_MUL] 4 [OP_MUL],3780
어느 과수원에서 오전에 딴 귤 35개와 오후에 딴 귤 28개를 9봉지에 똑같이 나누어 담았습니다. 한 봉지에 귤을 몇 개씩 담았습니까?,35 28 [OP_ADD] 9 [OP_FDIV],7
길이가 35센티미터(㎝)인 자를 이용하여 나무토막의 길이를 재었습니다. 나무토막의 길이가 자의 길이의 3배보다 18센티미터(㎝) 더 짧다면 나무토막의 길이는 몇 센티미터(㎝)입니까?,35 3 [OP_MUL] 18 [OP_SUB],87
방울토마토가 35개 있습니다. 남학생 3명과 여학생 2명이 각각 6개씩 먹었습니다. 남은 방울토마토는 몇 개인지 쓰시오.,35 3 2 [OP_ADD] 6 [OP_MUL] [OP_SUB],5
영화를 1초 동안 상영하려면 그림이 35장 필요합니다. 이 영화를 3분 20초 상영하려면 그림이 몇 장 필요할까요?,35 3 60 [OP_MUL] 20 [OP_ADD] [OP_MUL],7000
색종이 429장을 35명의 학생에게 똑같이 나누어 주려고 하였더니 몇 장이 모자랐습니다. 색종이를 남김없이 똑같이 나누어 주려면 색종이는 적어도 몇 장 더 필요한지 구해 보시오.,35 429 35 [OP_MOD] [OP_SUB],26
약수터에서 35/3리터(ℓ)의 물을 받아서 7개의 물통에 똑같이 나누어 담았습니다. 물통 1개에 담겨 있는 물은 몇 리터(ℓ)인지 구하시오.,35/3 7 [OP_DIV],1.67
"설탕 1봉지의 무게는 350그램(g), 소금 3봉지의 무게는 750그램(g)입니다. 설탕 4봉지와 소금 2봉지의 무게를 합하면 몇 그램(g)입니까?",350 4 [OP_MUL] 750 3 [OP_DIV] 2 [OP_MUL] [OP_ADD],1900
"세연이네 마을의 인구는 3500 명이고, 땅의 넓이는 28제곱미터(㎡)입니다. 세연이네 마을의 제곱미터(㎡)당 평균 인구는 몇 명입니까?",3500 28 [OP_FDIV],125
수민이가 357쪽인 동화책을 매일 30쪽씩 읽으려고 합니다. 동화책을 모두 읽으려면 적어도 며칠이 걸릴까요?,357 30 [OP_DIV] 1 [OP_CEIL],12
재민이는 구슬 358개를 한 봉지에 42개씩 나누어 담으려고 합니다. 재민이는 구슬을 몇 봉지까지 담을 수 있는 지 구하세요.,358 42 [OP_FDIV],8
"주화가 동화책을 어제까지 전체의 0.4 만큼 읽었고, 오늘은 어제까지 읽고 남은 부분의 0.75 만큼 읽었더니 36 쪽이 남았습니다. 주화가 읽고 있는 동화책은 모두 몇 쪽인지 구하시오",36 1 0.75 [OP_SUB] [OP_DIV] 1 0.4 [OP_SUB] [OP_DIV],240
진혁이는 색종이 36장의 1/4을 종이접기 하는 데에 사용했습니다. 진혁이가 사용하고 남은 색종이는 몇 장입니까?,36 1 1/4 [OP_SUB] [OP_MUL],27
"정민이네 반 학생은 36명입니다. 장래 희망이 의사인 학생은 36명의 2/9이고, 장래 희망이 선생님인 학생은 36명의 1/3입니다. 장래 희망이 의사나 선생님이 아닌 학생은 몇 명인지 구해 보시오.",36 1 2/9 [OP_SUB] 1/3 [OP_SUB] [OP_MUL],16
과수원에서 딴 복숭아 36개 중에서 4/9는 삼촌에게 드립니다. 몇 개의 복숭아를 드립니까?,36 4/9 [OP_MUL],16
초콜릿 36개를 9명이 똑같이 나누어 먹으려고 합니다. 한 명이 초콜릿을 몇 개씩 먹을 수 있습니까?,36 9 [OP_FDIV],4
"연필 한 타의 무게는 360그램(g) , 지우개 6 개의 무게는 300그램(g) 입니다. 연필 4 자루와 지우개 2 개의 무게를 합하면 얼마입니까?",360 12 [OP_DIV] 4 [OP_MUL] 300 6 [OP_DIV] 2 [OP_MUL] [OP_ADD],220
동수는 360원짜리 딱지를 15장 샀습니다. 동수가 산 딱지의 값은 모두 얼마일까요?,360 15 [OP_MUL],5400
"상진이는 하루에 우유를 1갑씩 마십니다. 1년이 365일일 때, 상진이가 3년 동안 마시는 우유는 모두 몇 갑입니까?",365 3 [OP_MUL],1095
"어느 과수원에서 사과를 따서 한 상자에 37개씩 담았더니 45상자가 되고, 26개가 남았습니다. 사과는 모두 몇 개 땄습니까?",37 45 [OP_MUL] 26 [OP_ADD],1691
"가지 5킬로그램(㎏)의 가격은 오이 4킬로그램(㎏)의 가격과 같습니다. 어머니께서 오이 6킬로그램(㎏)과 가지 8킬로그램(㎏)을 사는 데 모두 37200원을 냈을 때, 가지 1킬로그램(㎏)과 오이 1킬로그램(㎏)이 가격의 합은 얼마입니까?",37200 8 4 5 [OP_DIV] [OP_MUL] 6 [OP_ADD] [OP_DIV] 1 4 5 [OP_DIV] [OP_ADD] [OP_MUL],5400
"100명을 뽑는 시험에 375명이 응시하였습니다. 전체 375명의 평균 점수가 60점이고, 합격한 사람들과 불합격한 사람들의 평균 점수의 차는 15점이었습니다. 합격한 사람들의 평균 점수를 구하시오.",375 60 [OP_MUL] 60 15 [OP_SUB] 375 100 [OP_SUB] [OP_MUL] [OP_SUB] 100 [OP_DIV],101.25
석기네 학교의 여학생 수는 전체 학생 수의 1/2입니다. 지금 운동장에서 여학생 38명이 피구를 하고 있는데 이것은 여학생 전체의 1/8에 해당합니다. 석기네 학교의 전체 학생은 모두 몇 명입니까?,38 1/8 [OP_DIV] 1/2 [OP_DIV],608
색연필이 38 자루 있습니다. 남학생 3 명과 여학생 4 명이 각각 5 자루씩 나누어 가졌습니다. 남은 색연필은 몇 자루일까요?,38 3 4 [OP_ADD] 5 [OP_MUL] [OP_SUB],3
어느 농장에 돼지 38마리와 닭 27마리가 있습니다. 이 농장에 있는 돼지와 닭의 다리는 모두 몇 개인지 구해 보시오.,38 4 [OP_MUL] 27 2 [OP_MUL] [OP_ADD],206
무게가 같은 배가 한 봉지에 5개씩 있습니다. 8봉지의 무게가 38킬로그램(㎏)일 때 배 1개의 무게는 몇 킬로그램(㎏)입니까?,38 5 8 [OP_MUL] [OP_DIV],0.95
"호준이와 동욱이의 평균 몸무게는 39킬로그램(㎏) 이고, 수빈이의 몸무게는 36킬로그램(㎏) 입니다. 세 사람의 평균 몸무게는 몇 킬로그램(㎏)입니까?",39 2 [OP_MUL] 36 [OP_ADD] 3 [OP_DIV],38
"4개의 자연수 가, 나, 다, 라가 있습니다. 가와 나의 최대공약수는 39이고, 다와 라의 최대공약수는 52입니다. 가, 나, 다, 라의 최대공약수를 구하시오.",39 52 [OP_GCD],13
단팥빵 39 개와 크림빵 69 개가 있습니다. 이 빵을 상자 12 개에 똑같은 개수로 나누어 담으려고 합니다. 한 상자에 몇 개씩 담아야 하는지 구해 보시오.,39 69 [OP_ADD] 12 [OP_FDIV],9
무게가 같은 사과 53 개를 담은 상자의 무게를 재어 보 니 39.3 킬로그램(㎏) 이었습니다. 사과 32 개가 팔린 후 남은 사과를 담은 상자의 무게를 재어 보니 21.85 킬로그램(㎏) 이었습 니다. 사과 한 개의 무게는 몇 킬로그램(㎏)인지 반올림하여 소수 둘째 자리까지 나타내어 보시오.,39.3 21.85 [OP_SUB] 32 [OP_DIV] 2 [OP_ROUND],0.55
물을 종인이는 4리터(ℓ) 의 0.26배만큼 마셨고 민기는 1.2리터(ℓ) 를 마셨습니다. 두 사람이 마신 물 양의 차이를 구하세요.,4 0.26 [OP_MUL] 1.2 [OP_SUB] [OP_ABS],0.16
사과 한 봉지의 무게는 4킬로그램(㎏) 이고 배 한 봉지의 무게는 사과 한 봉지의 무게의 1.6배입니다. 배 한 봉지의 무게는 얼마인가요?,4 1.6 [OP_MUL],6.4
예슬이는 집에 페인트칠을 하는데 페인트 4통으로 집 안의 1/3을 칠했습니다. 집 바깥을 칠하는 데는 집 안을 칠하는 데 사용한 페인트의 4/6만큼이 필요합니다. 집 안과 집 바깥을 모두 칠하는 데 몇 통의 페인트가 필요하겠습니까?,4 1/3 [OP_DIV] 4 1/3 [OP_DIV] 4/6 [OP_MUL] [OP_ADD],20
아연이는 연필 4타를 선물로 받아 친구 11명에게 4자루씩 나누어 주었습니다. 친구들에게 나누어 주고 남은 연필은 모두 몇 자루인지 구해 보시오.,4 12 [OP_MUL] 11 4 [OP_MUL] [OP_SUB],4
"혜영이는 참외 4개, 딸기 2개를 가지고 있었습니다. 조금 뒤에 어머니께 딸기 3개를 받고, 참외 몇 개를 먹었더니 혜영이가 가지고 있는 과일은 5개가 되었습니다. 참외는 몇 개가 남았습니까?",4 2 3 [OP_ADD] 4 [OP_ADD] 5 [OP_SUB] [OP_SUB],0
"중학교 1학년 학생을 대상으로 봉사활동에 참여할 학생을 모집하려고 한다. 각 학급에서 5명씩 모집하면 필요한 학생 수보다 4명이 부족하고, 1반에서는 3명을 모집하고 나머지 다른 반에서는 각각 6명씩 모집하면 필요한 학생 수를 모두 채울 수 있다. 이때 봉사활동에 필요한 학생 수를 구하여라.",4 3 [OP_SUB] 6 [OP_ADD] 6 5 [OP_SUB] [OP_DIV] 5 [OP_MUL] 4 [OP_ADD],39
소를 기르는 목장에서 원 모양의 울타리를 만들기 위해 4미터(m) 간격으로 35개의 말뚝을 박았습니다. 만들어진 울타리의 둘레의 길이를 구하시오.,4 35 [OP_MUL],140
색 테이프 4미터(m)를 5명의 친구들에게 똑같이 나누어 주려고 합니다. 한 친구가 몇 미터(m)의 색 테이프를 받을 수 있는지 소수로 나타내시오.,4 5 [OP_DIV],0.8
정오각형의 둘레는 4미터(m)입니다. 이 정오각형의 한 변의 길이는 몇 미터(m)인지 소수로 나타내어 보세요.,4 5 [OP_DIV],0.8
"참외, 멜론, 수박의 무게를 재었더니 참외와 멜론의 무게의 합은 1.7킬로그램(㎏), 멜론과 수박의 무게의 합은 4.03킬로그램(㎏), 수박과 참외의 무게의 합은 3.39킬로그램(㎏)이었습니다. 수박의 무게는 참외의 무게보다 몇 킬로그램(㎏) 더 무겁습니까?",4.03 1.7 [OP_SUB],2.33
수현이가 양초에 불을 붙인지 1시간 후에 양초의 길이를 재었더니 4.2센티미터(㎝)가 줄어들었습니다. 양초가 일정한 빠르기로 탄다면 양초는1분 동안 몇 밀리미터(㎜)씩 줄어들었습니까?,4.2 60 [OP_DIV] 10 [OP_MUL],0.7
"물이 4.3리터(ℓ) 들어 있는 물통에서 물을 0.26리터(ℓ)씩 5번 덜어 낸 다음 0.33리터(ℓ)씩 4번 덜어 내었을 때, 물통에 남아 있는 물의 양은 몇 리터(ℓ)인지 구하시오.",4.3 0.26 5 [OP_MUL] [OP_SUB] 0.33 4 [OP_MUL] [OP_SUB],1.68
"포도 한 상자의 무게는 4.83킬로그램(㎏)이고, 귤 한 상자의 무게는 포도 한 상자보다 1.9킬로그램(㎏) 더 무겁습니다. 귤 한 상자의 무게는 몇 킬로그램(㎏)입니까?",4.83 1.9 [OP_ADD],6.73
"민우네 가족은 밭에서 고구마를 캤습니다. 동생은 4.9킬로그램(㎏)을 캤고, 누나는 동생보다 7.2킬로그램(㎏) 더 많이 캤습니다. 민우는 누나가 캔 고구마의 무게의 1/10 보다 2310그램(g) 더 많이 캤다면 민우가 캔 고구마는 몇 킬로그램(㎏)입 니까?",4.9 7.2 [OP_ADD] 1/10 [OP_MUL] 2310 1000 [OP_DIV] [OP_ADD],3.52
"사과의 무게는 4/19킬로그램(㎏)이고, 토마토의 무게는 2/19킬로그램(㎏)입니다. 사과의 무게는 토마토의 무게의 몇 배입니까?",4/19 2/19 [OP_DIV],2
"1분에 4/5센티미터(㎝)씩 타는 양초가 있습니다. 이 양초에 불을 붙인 후 15분이 지났을 때, 남은 양초의 길이는 처음 길이의 절반이었습니다. 처음 양초의 길이는 몇 센티미터(㎝)입니까?",4/5 15 [OP_MUL] 2 [OP_MUL],24
한 병에 4/5리터(ℓ)씩 들어 있는 우유가 5병 있습니다. 이 우유를 3일 동안 똑같이 나누어 마시려면 하루에 마셔야 할 우유는 몇 리터(ℓ)인가요?,4/5 5 [OP_MUL] 3 [OP_DIV],1.33
영화를 1초 동안 상영하려면 그림이 40장 필요합니다. 이 영화를 1분 40초 상영하려면 그림이 몇 장 필요할까요?,40 1 60 [OP_MUL] 40 [OP_ADD] [OP_MUL],4000
규형이는 가지고 있던 테이프의 1/2과 1/3을 잘라서 길이를 비교하였더니 40센티미터(㎝)의 차이가 생겼습니다. 규형이가 가지고 있던 테이프의 길이는 몇 센티미터(㎝)입니까?,40 1/2 1/3 [OP_SUB] [OP_DIV],240
두 자연수의 합이 40이고 차가 10이다. 두 자연수 중 큰 수를 구하시오.,40 10 [OP_ADD] 2 [OP_DIV],25
귤 40개를 2명이 똑같이 나누어 가지려고 합니다. 한 명이 몇 개씩 가지면 됩니까?,40 2 [OP_DIV],20
"규성이는 리본을 40센티미터(㎝) 가지고 있습니다.40센티미터(㎝)의 2/5만큼은 선물을 포장하는 데에 사용하고, 나머지의 5/6만큼은 미술 시간에 사용했습니다. 미술 시간에 사용한 리본은 몇 센티미터(㎝)인지 구해 보시오.",40 2/5 [OP_MUL] 40 1 2/5 [OP_SUB] [OP_MUL] 5/6 [OP_MUL],20
연필 350자루를 40명의 학생에게 똑같이 나누어 주려고 하였더니 몇 자루가 모자랐습니다. 연필을 남김없이 똑같이 나누어 주려면 연필은 적어도 몇 자루 더 필요한지 구해 보시오.,40 350 40 [OP_MOD] [OP_SUB],10
물 360 그램(g)에 소금 40 그램(g)을 녹였습니다. 소금물 양에 대한 소금 양의 비율은 몇 %일까요?,40 360 40 [OP_ADD] [OP_DIV] 100 [OP_MUL],10
