Problem,Solution,Answer
애완동물 가게에는 9개의 새장이 있다. 만약 각각의 새장에 앵무새 2마리와 앵무새 2마리가 들어있다면 애완동물 가게에는 총 몇 마리의 새들이 있나요?,9 2 2 [OP_ADD] [OP_MUL],
은지는 초콜릿 캔디 7상자와 캐러멜 캔디 3상자를 샀다. 상자마다 8조각씩 들어있다면 그는 총 얼마나 많은 사탕을 가지고 있었을까?,8 7 3 [OP_ADD] [OP_MUL],
윤기 레스토랑에서는 성인 2명과 어린이 5명이 식사를 하러 왔다. 한 끼에 3달러면 계산은 얼마였나요?,3 2 5 [OP_ADD] [OP_MUL],
태형은 재활용을 위해 깡통을 모으고 있었다. 토요일에 그는 6개의 가방을 채웠고 일요일에는 3개의 가방을 더 채웠다. 가방 하나에 8캔이 들어있다면 그는 총 몇 캔을 주웠을까요?,8 6 3 [OP_ADD] [OP_MUL],
시시콜콜한 게임을 하면서 남준은 전반전 5문제 후반전 5문제 정답을 맞혔다. 만약 각 문제가 5점짜리라면 그의 최종 점수는 몇 점이었나요?,5 5 5 [OP_ADD] [OP_MUL],
은지가 가장 좋아하는 밴드는 티켓 한 장에 4달러씩 하는 콘서트를 여는 것이었다. 은지는 자신과 친구들을 위해 3장의 티켓과 다른 누군가가 가고 싶어할 경우를 대비해서 5장의 티켓을 추가로 샀다. 그녀는 얼마를 썼니?,4 3 5 [OP_ADD] [OP_MUL],
윤기는 남은 잔돈을 무더기로 쌓고 있었다. 그는 25센트짜리 동전 5개와 10센트짜리 동전 5개를 가지고 있었다. 만약 한 무더기당 3개의 동전이 들어있다면 그는 총 몇개의 동전을 가지고 있었을까?,3 5 5 [OP_ADD] [OP_MUL],
유나와 그의 친구는 매직샵에서 각각 8달러에 트릭 덱을 구입하고 있었다. 유나가 갑판 6개를 사고 그의 친구가 갑판 2개를 샀다면 그들은 얼마를 썼을까?,8 6 2 [OP_ADD] [OP_MUL],
은지는 수학숙제 7쪽과 독서숙제 3쪽이 있었다. 만약 각 페이지에 9개의 문제가 있다면 그녀는 총 몇 개의 문제를 완성해야 했는가?,9 7 3 [OP_ADD] [OP_MUL],
유나는 그녀가 찾은 보물마다 7점을 받는 비디오 게임을 하고 있었다. 만약 그녀가 1단계에서 보물 2점과 2단계에서 보물 6점을 발견한다면 그녀의 점수는 얼마나 될까요?,7 2 6 [OP_ADD] [OP_MUL],
유정은 책꽂이마다 정확히 9권의 책이 꽂혀 있는지 확인하기 위해 책장을 정리하고 있었다. 만약 그녀가 3개의 추리책 선반과 5개의 그림책을 가지고 있다면 그녀는 총 몇 권의 책을 가지고 있었을까?,9 3 5 [OP_ADD] [OP_MUL],
2명의 선수가 더 합류했을 때 2명의 친구가 온라인으로 비디오 게임을 하고 있었다. 만약 각 선수가 6명의 생명을 가졌다면 그들은 총 몇 명의 생명을 가졌는가?,6 2 2 [OP_ADD] [OP_MUL],
유나는 그녀의 집을 위해 4개의 새 의자와 4개의 새 테이블을 샀다. 가구당 6분씩 조립을 하면 몇 분이나 걸려서 완성했을까요?,6 4 4 [OP_ADD] [OP_MUL],
에이프릴의 할인 꽃은 꽃 한 송이당 3달러씩 세일하고 있었습니다. 만약 은지가 장미 8송이와 데이지 2송이를 샀다면 그녀는 얼마를 썼을까요?,3 8 2 [OP_ADD] [OP_MUL],
은지는 그녀의 오래된 겨울 옷 몇 벌을 풀고 있었다. 그녀는 6개의 옷 상자를 발견했고 각각의 상자 안에는 5개의 스카프와 5개의 벙어리장갑이 있었다. 은지는 총 몇 조각의 겨울옷을 가지고 있었는가?,6 5 5 [OP_ADD] [OP_MUL],
유정은 재활용을 위해 깡통을 모으고 있었다. 토요일에 그는 4개의 가방을 채웠고 일요일에는 3개의 가방을 더 채웠다. 가방 하나에 6캔이 들어있다면 총 몇 캔을 주웠을까요?,6 4 3 [OP_ADD] [OP_MUL],
유나는 식료품점에서 청소부로 일하다가 시간당 5달러를 벌었다. 월요일에는 7시간 일하고 화요일에는 2시간 일했다. 유나는 그 이틀 동안 얼마나 많은 돈을 벌었습니까?,5 7 2 [OP_ADD] [OP_MUL],
윤기는 사소한 게임을 하면서 전반전에 3문제 후반전에 2문제 정답을 맞혔다. 만약 각 문제가 3점짜리라면 그의 최종 점수는 몇 점이었나요?,3 3 2 [OP_ADD] [OP_MUL],
윤기와 그의 친구는 매직샵에서 9달러에 트릭 덱을 사고 있었다. 윤기가 갑판을 4개 사고 그의 친구가 갑판을 4개 사면 얼마를 썼을까?,9 4 4 [OP_ADD] [OP_MUL],
지민과 그의 친구는 매직 숍에서 8달러씩 받고 트릭 덱을 사고 있었다. 지민이 갑판 3개를 사고 그의 친구가 갑판 5개를 샀다면 그들은 얼마를 썼을까?,8 3 5 [OP_ADD] [OP_MUL],
온라인으로 음악을 쇼핑하는 동안 호석은 2개의 컨트리 앨범과 8개의 팝 앨범을 샀다. 각 앨범에는 가사가 수록된 7곡이 수록됐다. 호석은 총 몇 곡을 샀니?,7 2 8 [OP_ADD] [OP_MUL],
유나는 한 식료품점에서 한시간에 6달러를 벌기위해 청소부로 일하고 있었다. 월요일에는 5시간 일하고 화요일에는 5시간 일했다. 유나는 그 이틀 동안 얼마나 많은 돈을 벌었나요?,6 5 5 [OP_ADD] [OP_MUL],
애완동물 가게에는 6개의 새장이 있다. 만약 각각의 새장에 앵무새 2마리와 앵무새 7마리가 들어있다면 애완동물 가게에는 총 몇 마리의 새들이 있나요?,6 2 7 [OP_ADD] [OP_MUL],
유나는 그녀의 집을 위해 2개의 새 의자와 2개의 새 테이블을 샀다. 가구당 8분씩 조립을 하면 몇 분이나 걸려서 완성했을까요?,8 2 2 [OP_ADD] [OP_MUL],
은지는 그녀가 찾은 보물마다 8점을 받는 비디오 게임을 하고 있었다. 만약 그녀가 1단계에서 2단계 2단계에서 2단계의 보물을 발견한다면 그녀의 점수는 몇점이 될까요?,8 2 2 [OP_ADD] [OP_MUL],
웨이터는 그가 기다리고 있는 6개의 테이블을 가지고 있었고 3명의 여자와 5명의 남자가 테이블마다 있었다. 웨이터는 총 몇 명의 손님이 있었습니까?,6 3 5 [OP_ADD] [OP_MUL],
유나는 차고세일에서 목걸이를 팔고 있었다. 그녀는 구슬목걸이 3개와 보석석목걸이 7개를 팔았다. 만약 목걸이 하나에 7달러가 든다면 그녀는 얼마나 많은 돈을 벌었을까?,7 3 7 [OP_ADD] [OP_MUL],
마을 카니발에서 윤기는 관람차를 5번 범퍼카를 4번 탔다. 만약 한 번 탈 때마다 7장의 티켓이 든다면 그는 몇 장의 티켓을 사용했나요?,7 5 4 [OP_ADD] [OP_MUL],
2명의 선수가 더 합류했을 때 5명의 친구가 온라인으로 비디오 게임을 하고 있었다. 만약 각 선수가 8명의 생명을 가졌다면 그들은 총 몇 명의 생명을 가졌는가?,8 5 2 [OP_ADD] [OP_MUL],
은지는 차고세일에서 목걸이를 팔고 있었다. 그녀는 구슬목걸이 4개와 보석석목걸이 3개를 팔았다. 만약 목걸이 하나에 3달러가 든다면 그녀는 얼마나 많은 돈을 벌었을까?,3 4 3 [OP_ADD] [OP_MUL],
윤기는 한 식료품점에서 한 시간에 6달러를 벌고 있는 청소부로 일하고 있었다. 월요일에는 3시간 일하고 화요일에는 5시간 일했다. 윤기는 그 이틀 동안 얼마나 많은 돈을 벌었나요?,6 3 5 [OP_ADD] [OP_MUL],
시시콜콜한 게임을 하면서 은지는 전반전에 3문제 후반전에 5문제 정답을 맞혔다. 만약 각 문제가 3점짜리라면 그의 최종 점수는 몇 점이었나요?,3 3 5 [OP_ADD] [OP_MUL],
유나는 그녀가 찾은 보물마다 4점을 받는 비디오 게임을 하고 있었다. 만약 그녀가 1단계에서 보물 6점과 2단계에서 보물 2점을 발견한다면 그녀의 점수는 얼마나 될까요?,4 6 2 [OP_ADD] [OP_MUL],
웨이터는 그가 기다리던 9개의 테이블을 가지고 있었고 4명의 여자와 3명의 남자가 테이블마다 있었다. 웨이터는 총 몇 명의 손님이 있었습니까?,9 4 3 [OP_ADD] [OP_MUL],
은지는 각각의 선반에 정확히 6권의 책이 있는지 확인하기 위해 그녀의 책장을 정리하고 있었다. 만약 그녀가 5개의 추리책 선반과 4개의 그림책 선반이 있다면 그녀는 총 몇 권의 책을 가지고 있었을까?,6 5 4 [OP_ADD] [OP_MUL],
온라인 쇼핑을 하면서 민영은 6개의 컨트리 앨범과 2개의 팝 앨범을 샀다. 각 앨범에는 가사가 수록된 9곡이 수록됐다. 민영은 총 몇 곡을 샀습니까?,9 6 2 [OP_ADD] [OP_MUL],
윤기 레스토랑에서는 어른 2명과 어린이 4명이 식사를 하러 왔다. 한 끼에 3달러면 계산은 얼마였나요?,3 2 4 [OP_ADD] [OP_MUL],
유나는 수학숙제 6쪽과 독서숙제 4쪽이 있었다. 만약 각 페이지에 3개의 문제가 있다면 그녀는 총 몇 개의 문제를 완성해야 했습니까?,3 6 4 [OP_ADD] [OP_MUL],
에이프릴의 할인 꽃은 꽃 한 송이당 3달러씩 세일하고 있었습니다. 만약 민영이 장미 5송이와 데이지 4송이를 샀다면 그녀는 얼마를 썼을까?,3 5 4 [OP_ADD] [OP_MUL],
유나는 그녀의 오래된 겨울 옷 몇 벌을 풀고 있었다. 그녀는 8개의 옷 상자를 발견했고 각각의 상자 안에는 4개의 스카프와 6개의 벙어리장갑이 있었다. 유나는 겨울옷의 총 몇 조각을 가지고 있었는가?,8 4 6 [OP_ADD] [OP_MUL],
2명의 선수가 더 합류했을 때 2명의 친구가 온라인으로 비디오 게임을 하고 있었다. 만약 각 선수가 3명의 인생을 가졌다면 그들은 총 몇명의 인생을 가졌는가?,3 2 2 [OP_ADD] [OP_MUL],
남준은 초콜릿 캔디 2상자와 캐러멜 캔디 5상자를 샀다. 상자마다 4조각씩 들어있다면 그는 총 얼마나 많은 사탕을 가지고 있었을까?,4 2 5 [OP_ADD] [OP_MUL],
애완동물 가게에는 8개의 새장이 있다. 만약 각각의 새장에 앵무새 2마리와 앵무새 7마리가 들어있다면 애완동물 가게에는 총 몇 마리의 새들이 있나요?,8 2 7 [OP_ADD] [OP_MUL],
은지가 가장 좋아하는 밴드는 티켓 한 장에 6달러씩 하는 콘서트를 열었습니다. 은지는 자신과 친구들을 위해 8장의 티켓과 다른 누군가가 가고 싶어할 경우를 대비해서 2장의 티켓을 추가로 샀다. 그녀는 얼마를 썼니?,6 8 2 [OP_ADD] [OP_MUL],
민영 레스토랑에서는 어른 2명과 어린이 5명이 식사를 하러 왔다. 한 끼에 8달러면 얼마였나요?,8 2 5 [OP_ADD] [OP_MUL],
유정은 책꽂이마다 정확히 4권의 책이 꽂혀 있는지 확인하기 위해 책장을 정리하고 있었다. 만약 그녀가 5개의 추리책 선반과 3개의 그림책 선반이 있다면 그녀는 총 몇 권의 책을 가지고 있었을까?,4 5 3 [OP_ADD] [OP_MUL],
온라인 쇼핑을 하면서 민영은 4장의 컨트리 앨범과 5장의 팝 앨범을 샀다. 각 앨범에는 가사가 수록된 8곡이 수록됐다. 민영은 총 몇 곡을 샀습니까?,8 4 5 [OP_ADD] [OP_MUL],
호석은 차고세일에서 목걸이를 팔고 있었다. 그녀는 구슬목걸이 7개와 보석석목걸이 3개를 팔았다. 만약 목걸이 하나에 9달러가 든다면 그녀는 얼마나 많은 돈을 벌었을까?,9 7 3 [OP_ADD] [OP_MUL],
호석은 그녀가 발견한 보물마다 9점을 득점하는 비디오 게임을 하고 있었다. 만약 그녀가 1단계에서 보물 5점과 2단계에서 보물 2점을 발견한다면 그녀의 점수는 얼마나 될까요?,9 5 2 [OP_ADD] [OP_MUL],
에이프릴의 할인 꽃은 꽃 한 송이에 6달러씩 하는 세일을 하고 있었다. 만약 은지가 장미 5송이와 데이지 5송이를 산다면 그녀는 얼마를 썼을까?,6 5 5 [OP_ADD] [OP_MUL],
애완동물 가게에는 9개의 새장이 있다. 만약 각각의 새장에 앵무새 2마리와 앵무새 6마리가 들어있다면 애완동물 가게에는 총 몇 마리의 새들이 있나요?,9 2 6 [OP_ADD] [OP_MUL],
윤기는 잔돈을 쌓아놓고 있었다. 그는 25센트짜리 동전 3개와 10센트짜리 동전 3개를 가지고 있었다. 만약 한 무더기 당 7개의 동전이 들어있다면 그는 총 몇 개의 동전을 가지고 있었는가?,7 3 3 [OP_ADD] [OP_MUL],
2명의 플레이어가 게임에 더 참여했을 때 온라인으로 비디오 게임을하는 2명의 친구가있었습니다. 각 플레이어가 8개의 생명을 가지고 있다면 총 생은지는 몇 개입니까?,8 2 2 [OP_ADD] [OP_MUL],
한 웨이터가 기다리는 테이블 7개 각 테이블에는 7명의 여성과 2명의 남성이있었습니다. 웨이터는 총 몇 명의 고객을 보유 했습니까?,7 7 2 [OP_ADD] [OP_MUL],
유나는 자신이 찾은 보물에 대해 6점을 얻는 비디오 게임을하고있었습니다. 첫 번째 레벨에서 3개의 보물을 발견하고 2번째 레벨에서 5개의 보물을 발견하면 점수는 얼마입니까?,6 3 5 [OP_ADD] [OP_MUL],
유나는 온라인에서 음악을 쇼핑하는 동안 3개의 컨트리 앨범과 5개의 팝 앨범을 구입했습니다. 각 앨범에는 가사 시트가 포함되어 있으며 3곡이 있습니다. 유나는 총 몇 곡을 구입 했습니까?,3 3 5 [OP_ADD] [OP_MUL],
민영은 책장을 정리하여 각 선반에 정확히 7개의 책을 담았습니다. 만약 그녀가 8개의 미스터리 책 선반과 2개의 그림책 선반을 가지고 있다면 총 몇 권의 책을 가지고 있었습니까?,7 8 2 [OP_ADD] [OP_MUL],
민영은 차고 세일에서 목걸이를 팔고있었습니다. 그녀는 구슬 목걸이 3개와 보석 돌 목걸이 3개를 판매했습니다. 각 목걸이에 6달러가 든다면 얼마를 벌었습니까?,6 3 3 [OP_ADD] [OP_MUL],
은지는 재활용을 위해 캔을 모으고있었습니다. 토요일에는 5개의 봉지를 채우고 일요일에는 3개의 봉지를 더 채웠습니다. 각 봉지에 5개의 캔이 있으면 총 몇 캔을 집었습니까?,5 5 3 [OP_ADD] [OP_MUL],
4월 할인 꽃이 꽃 한 장당 8달러 인 판매를 하고있었습니다. 은지가 장미 3개와 데이지 3개를 샀다면 얼마를 썼습니까?,8 3 3 [OP_ADD] [OP_MUL],
민영은 한 시간에 8달러를 벌어들이는 식료품 점에서 사커로 일했습니다. 월요일에는 8시간 화요일에는 2시간 일했습니다. 민영은 이틀 동안 얼마나 많은 돈을 벌었습니까?,8 8 2 [OP_ADD] [OP_MUL],
호석은 집에 사용할 새 의자 7개와 새 테이블 3개를 구입했습니다. 가구를 조립하는 데 4분을 투자했다면 완료하는 데 몇 분이 걸렸나요?,4 7 3 [OP_ADD] [OP_MUL],
퀴즈 게임을하는 동안 태형은 전반에 8개의 문제를 정답하고 후반에 2개의 문제에 답했습니다. 각 문제가 8점의 가치가 있다면 그의 최종 점수는 얼마입니까?,8 8 2 [OP_ADD] [OP_MUL],
애완 동물 가게에는 4개의 새장이 있습니다. 각 우리에 8마리의 앵무새와 2마리의 잉꼬가있는 경우 애완 동물 가게에는 총 몇 마리의 새가 있습니까?,4 8 2 [OP_ADD] [OP_MUL],
유나는 재활용을 위해 캔을 모으고있었습니다. 토요일에는 5개의 봉지를 채웠고 일요일에는 5개의 봉지를 더 채웠습니다. 각 봉지에 4개의 캔이 있으면 총 몇 캔을 집었습니까?,4 5 5 [OP_ADD] [OP_MUL],
은지는 각 선반에 정확히 8개의 책을 담도록 책장을 정리했습니다. 5개의 미스터리 책 선반과 4개의 그림책 선반이 있다면 총 몇 권의 책이 있었나요?,8 5 4 [OP_ADD] [OP_MUL],
윤기는 여분의 거스름돈을 더미에 넣었습니다. 그는 2개의 쿼터 더미와 3개의 다임 더미를 가지고있었습니다. 각 더미에 4개의 동전이 있다면 총 몇 개의 동전이 있었습니까?,4 2 3 [OP_ADD] [OP_MUL],
은지는 발견 한 보물에 대해 9점을 얻는 비디오 게임을하고있었습니다. 첫 번째 레벨에서 6개의 보물을 발견하고 2번째 레벨에서 3개의 보물을 발견하면 점수는 얼마입니까?,9 6 3 [OP_ADD] [OP_MUL],
온라인에서 음악을 쇼핑하는 동안 은지는 3개의 컨트리 앨범과 5개의 팝 앨범을 구입했습니다. 각 앨범에는 가사 시트가 포함되어 있으며 8곡이 있습니다. 은지는 총 몇 곡을 구입 했습니까?,8 3 5 [OP_ADD] [OP_MUL],
은지는 낡은 겨울 옷을 개봉했습니다. 옷 3상자를 발견했고 각 상자 안에 스카프 3개와 장갑 4개가 있었습니다. 은지는 총 몇 벌의 겨울옷을 가지고 있었습니까?,3 3 4 [OP_ADD] [OP_MUL],
은지와 그의 친구는 마술 상점에서 각각 7달러에 트릭 덱을 구입했습니다. 은지가 3개의 덱을 샀고 그의 친구가 2개의 덱을 샀다면 얼마를 썼습니까?,7 3 2 [OP_ADD] [OP_MUL],
한 웨이터가 기다리는 테이블 5개 각 테이블에 5명의 여성과 3명의 남성이있었습니다. 웨이터의 고객은 총 몇 명입니까?,5 5 3 [OP_ADD] [OP_MUL],
2명의 플레이어가 더 게임에 참여했을 때 온라인으로 비디오 게임을하는 8명의 친구가있었습니다. 각 플레이어가 6개의 생명을 가지고 있다면 총 생은지는 몇 개입니까?,6 8 2 [OP_ADD] [OP_MUL],
남준은 재활용을 위해 캔을 모으고있었습니다. 토요일에는 3개의 봉지를 채우고 일요일에는 4개의 봉지를 더 채웠습니다. 각 봉지에 9개의 캔이 들어 있으면 총 몇 캔을 집었습니까?,9 3 4 [OP_ADD] [OP_MUL],
4월 할인 꽃이 꽃 한 장당 6달러 인 판매를 하고있었습니다. 유나가 장미 7개와 데이지 3개를 샀다면 얼마를 썼습니까?,6 7 3 [OP_ADD] [OP_MUL],
윤기는 한 시간에 6달러를 벌어들이는 식료품 점에서 사커로 일하고있었습니다. 월요일에는 6시간 화요일에는 2시간 일했습니다. 윤기는 이틀 동안 얼마나 많은 돈을 벌었습니까?,6 6 2 [OP_ADD] [OP_MUL],
은지는 책장을 정리하여 각 선반에 정확히 6개의 책을 담았습니다. 만약 그녀가 미스터리 책 2개와 그림책 6개 선반을 가지고 있었다면 총 몇 권의 책을 가지고 있었습니까?,6 6 2 [OP_ADD] [OP_MUL],
유나는 온라인으로 음악을 쇼핑하는 동안 컨트리 앨범 2개와 팝 앨범 3개를 구입했습니다. 각 앨범에는 가사 시트와 함께 6곡이 포함되어 있습니다. 유나는 총 몇 곡을 구입 했습니까?,6 2 3 [OP_ADD] [OP_MUL],
석진은 여분의 거스름돈을 더미에 넣었습니다. 그는 2개의 쿼터 더미와 4개의 다임 더미를 가졌습니다. 각 더미에 5개의 동전이 있다면 총 몇 개의 동전이 있었습니까?,5 2 4 [OP_ADD] [OP_MUL],
퀴즈 게임을하는 동안 유나는 전반기에 6개 문제 후반에 4개 문제에 답했습니다. 각 문제가 3점의 가치가 있다면 최종 점수는 얼마입니까?,3 6 4 [OP_ADD] [OP_MUL],
은지는 낡은 겨울 옷을 개봉했습니다. 4개의 옷 상자를 발견했고 각 상자 안에는 스카프 2개와 장갑 6개가 있었습니다. 은지는 총 몇 개의 겨울 옷을 가지고 있었습니까?,4 2 6 [OP_ADD] [OP_MUL],
마을 카니발에서 유나는 관람차를 7번 범퍼카를 3번 ​​탔습니다. 한 번에 3장의 티켓을 타면 티켓을 몇 장 사용 했습니까?,3 7 3 [OP_ADD] [OP_MUL],
유나에게는 수학 숙제 4페이지와 읽기 숙제 6페이지가있었습니다. 각 페이지에 4개의 문제가있는 경우 총 문제가 몇 개입니까?,4 4 6 [OP_ADD] [OP_MUL],
유나는 재활용을 위해 캔을 모으고있었습니다. 토요일에는 4개의 봉지를 채우고 일요일에는 6개의 봉지를 더 채웠습니다. 각 봉지에 4개의 캔이 있다면 총 몇 캔을 집었습니까?,4 4 6 [OP_ADD] [OP_MUL],
유나와 그의 친구는 마술 상점에서 각각 6달러에 트릭 덱을 구입했습니다. 유나가 3개의 덱을 샀고 그의 친구가 6개의 덱을 샀다면 얼마를 썼습니까?,6 6 3 [OP_ADD] [OP_MUL],
유나는 집에 사용할 새 의자 4개와 새 테이블 2개를 구입했습니다. 가구를 조립하는 데 8분을 투자했다면 완료하는 데 몇 분이 걸렸나요?,8 4 2 [OP_ADD] [OP_MUL],
한 웨이터가 기다리는 테이블 9개 각 테이블에 2명의 여성과 6명의 남성이있었습니다. 웨이터의 고객은 총 몇 명입니까?,9 2 6 [OP_ADD] [OP_MUL],
5명의 플레이어가 더 게임에 참여했을 때 온라인으로 비디오 게임을하는 4명의 친구가있었습니다. 각 플레이어가 3개의 생명을 가졌다면 총 생은지는 몇 개입니까?,3 4 5 [OP_ADD] [OP_MUL],
민영은 온라인으로 음악을 쇼핑하는 동안 6개의 컨트리 앨범과 2개의 팝 앨범을 구입했습니다. 각 앨범에는 가사 시트가 포함되어 있으며 9곡이 있습니다. 민영은 총 몇 곡을 구입 했습니까?,9 6 2 [OP_ADD] [OP_MUL],
학교 토론 팀에는 남자 26명과 여자 46명이있었습니다. 만약 그들이 9명의 그룹으로 나뉘었다면 얼마나 많은 그룹을 만들 수 있을까요?,26 46 [OP_ADD] 9 [OP_DIV],
민영은 휴대폰에서 35장 카메라에서 페이스 북으로 5장의 사진을 업로드했습니다. 사진을 각 앨범에 같은 양의 사진이 포함 된 5개의 다른 앨범으로 분류하면 각 앨범에 몇 장의 사진이 포함되어 있습니까?,35 5 [OP_ADD] 5 [OP_DIV],
유나는 21달러를 저축했습니다. 그가 수당으로 15달러를 더 받았다면 6달러 장난감을 몇 개나 살 수 있었습니까?,21 15 [OP_ADD] 6 [OP_DIV],
은지는 한 봉지에 쿠키 9개가 들어있는 쿠키 주머니를 만들고있었습니다. 초콜릿 칩 쿠키 13개와 오트밀 쿠키 41개가 있다면 얼마나 많은 주머니를 만들 수 있을까요?,13 41 [OP_ADD] 9 [OP_DIV],
유나는 잔디를 깎고 9달러를 벌고 잡초를 먹으며 18달러를 벌었습니다. 그가 일주일에 3달러 만 쓰면 돈이 얼마나 오래 버틸까요?,9 18 [OP_ADD] 3 [OP_DIV],
저기 학교 야구 팀에는 48명의 신입 선수와 6명의 복귀 선수가있었습니다. 코치가 각 그룹에 6명의 선수가있는 그룹에 넣으면 몇 그룹이 될까요?,48 6 [OP_ADD] 6 [OP_DIV],
유나는 생일 파티를 위해 일반 탄산 음료 41개와 다이어트 탄산 음료 22개를 샀습니다. 냉장고가 각 선반에 9개만 담을 수 있다면 선반 몇 개를 채워야할까요?,41 22 [OP_ADD] 9 [OP_DIV],
유나와 그녀의 친구들은 수업을 위해 종이를 재활용했습니다. 4파운드를 재활용 할 때마다 1점을 얻었습니다. 유나가 14파운드를 재활용하고 친구가 2파운드를 재활용했다면 몇 포인트를 얻었습니까?,14 2 [OP_ADD] 4 [OP_DIV],
숙제를 위해 은지는 17개의 수학 문제와 15개의 철자 문제가있었습니다. 한 시간에 8개의 문제를 끝낼 수 있다면 모든 문제를 해결하는 데 얼마나 걸릴까요?,17 15 [OP_ADD] 8 [OP_DIV],
민영은 각 페이지에 3장씩 바인더에 야구 카드를 정리했습니다. 바인더에 새 카드 8장과 기존 카드 10장을 넣을 수 있다면 얼마나 많은 페이지를 사용할까요?,8 10 [OP_ADD] 3 [OP_DIV],
학교 토론 팀에는 11명의 남자와 45명의 여자가있었습니다. 만약 그들이 7개의 그룹으로 나뉘면 얼마나 많은 그룹을 만들 수 있습니까?,11 45 [OP_ADD] 7 [OP_DIV],
4명의 친구 그룹이 식당에 들어갔습니다. 은지는 이미 9개의 닭 날개를 요리했지만 그룹을 위해 7개 더 요리했습니다. 각자 같은 양을 받으면 한 사람당 몇 개를 얻을 수 있을까요?,9 7 [OP_ADD] 4 [OP_DIV],
꽃병에 6개의 꽃을 담을 수 있습니다. 7개의 카네이션과 47개의 장미가 있다면 꽃을 담는 데 몇 개의 꽃병이 필요합니까?,7 47 [OP_ADD] 6 [OP_DIV],
애완 동물 보호소에는 12마리가 더 들어 왔을 때 9마리의 강아지가있었습니다. 하루에 3마리의 강아지를 입양하면 모두 입양하는 데 얼마나 걸립니까?,9 12 [OP_ADD] 3 [OP_DIV],
유나는 식당 직원들이 점심 쟁반을 집는 것을 돕고 있었지만 한 번에 4개의 쟁반 만 가지고 다닐 수있었습니다. 한 테이블에서 10개의 쟁반을 다른 테이블에서 2개의 쟁반을 집어 야한다면 얼마나 많은 여행을하게 될까요? ?,10 2 [OP_ADD] 4 [OP_DIV],
장난감 가게에 곰 10개가 들어있는 또 다른 배송을 받았을 때 4개의 거대한 인형 곰 재고가있었습니다. 각 선반에 7개씩 곰을 선반에 올려 놓았습니다. 얼마나 많은 선반을 사용 했습니까?,4 10 [OP_ADD] 7 [OP_DIV],
민영은 잔디를 깎고 6달러를 벌고 잡초를 먹으며 18달러를 벌었습니다. 만약 그가 일주일에 3달러 만 썼다면 그 돈은 얼마나 오래 버틸까요?,6 18 [OP_ADD] 3 [OP_DIV],
민영의 낡은 세탁기는 한 번에 8개의 옷만 세탁 할 수있었습니다. 만약 그녀가 39개의 셔츠와 33개의 스웨터를 세탁해야한다면 그녀는 얼마나 많은 짐을 세탁해야할까요?,39 33 [OP_ADD] 8 [OP_DIV],
유나의 반이 동물원으로 견학을가는 중입니다. 각 밴이 4명을 수용 할 수 있고 학생 2명과 성인 6명이 간다면 얼마나 많은 밴이 필요할까요?,2 6 [OP_ADD] 4 [OP_DIV],
민영은 휴대 전화에서 2장 카메라에서 Facebook으로 4장의 사진을 업로드했습니다. 각 앨범에 같은 양의 사진이 포함 된 3개의 서로 다른 앨범으로 사진을 분류했다면 각 앨범에는 몇 장의 사진이 포함되어 있습니까?,2 4 [OP_ADD] 3 [OP_DIV],
아케이드에서 플레이하는 동안 은지는 '두더지 치기'티켓 33장 '스키 볼'티켓 9장을 얻었습니다. 조각 당 6장의 사탕을 사려고했다면 몇 장을 살 수 있을까요?,33 9 [OP_ADD] 6 [OP_DIV],
유나는 잔디를 깎고 14달러를 벌고 잡초를 먹으며 26달러를 벌었습니다. 그가 일주일에 5달러 만 썼다면 그 돈은 얼마 동안 지속 될까요?,14 26 [OP_ADD] 5 [OP_DIV],
태형과 그녀의 친구들은 수업을 위해 종이를 재활용했습니다. 3파운드를 재활용 할 때마다 1점을 얻었습니다. 태형이 5파운드를 재활용하고 친구가 13파운드를 재활용했다면 몇 포인트를 얻었습니까?,5 13 [OP_ADD] 3 [OP_DIV],
민영은 휴대 전화에서 31장 카메라에서 페이스 북으로 5장의 사진을 업로드했습니다. 사진을 각 앨범에 같은 양의 사진이 포함 된 9개의 다른 앨범으로 분류하면 각 앨범에 몇 장의 사진이 포함되어 있습니까?,31 5 [OP_ADD] 9 [OP_DIV],
할로윈을 위해 민영은 이웃으로부터 사탕 11개 언니로부터 5개를 받았습니다. 하루에 8개만 먹었다면 사탕이 얼마나 오래 지속 될까요?,11 5 [OP_ADD] 8 [OP_DIV],
유나는 한 봉지에 쿠키 5개가 들어있는 쿠키 주머니를 만들고있었습니다. 만약 그녀가 초콜릿 칩 쿠키 33개와 오트밀 쿠키 2개를 가지고 있다면 얼마나 많은 주머니를 만들 수 있습니까?,33 2 [OP_ADD] 5 [OP_DIV],
저기 학교 야구 팀에는 4명의 신입 선수와 6명의 복귀 선수가있었습니다. 코치가 각 그룹에 5명의 선수가있는 그룹에 넣으면 몇 그룹이 될까요?,4 6 [OP_ADD] 5 [OP_DIV],
애완 동물 보호소에는 35마리가 더 들어 왔을 때 5마리의 강아지가있었습니다. 하루에 8마리의 강아지를 입양하면 모두 입양하는 데 얼마나 걸립니까?,5 35 [OP_ADD] 8 [OP_DIV],
유나의 반은 동물원으로 견학을가는 중입니다. 각 밴이 5명을 수용 할 수 있고 학생 12명과 성인 3명이 간다면 몇 대의 밴이 필요할까요?,12 3 [OP_ADD] 5 [OP_DIV],
